class,cap-shape,cap-surface,cap-color,bruises,odor,population,habitat
e,f,y,n,t,l,y,g
p,f,s,w,t,p,s,g
e,x,f,w,f,n,a,g
e,f,f,n,f,n,y,u
p,f,y,n,t,p,s,u
e,f,s,w,f,n,s,g
e,x,f,g,f,n,s,g
e,f,y,y,t,a,y,p
e,x,f,w,f,n,s,g
e,x,f,w,f,n,a,g
p,f,y,n,t,p,s,g
e,f,f,n,f,n,s,g
e,f,f,g,f,n,s,g
e,x,f,n,f,n,s,g
e,x,f,n,t,n,v,d
e,x,s,g,f,n,s,g
e,x,s,g,f,n,a,g
e,x,f,w,f,n,s,g
e,f,f,g,f,n,s,g
e,x,f,n,t,n,y,d
e,x,s,w,f,n,s,g
p,x,s,w,t,p,s,u
e,f,s,g,f,n,a,g
e,x,s,n,f,n,s,g
e,x,f,n,t,n,v,d
e,x,y,y,t,a,y,g
e,x,s,g,f,n,a,g
e,x,f,n,f,n,a,g
e,x,f,w,f,n,a,g
e,x,y,y,t,a,s,g
e,x,f,n,t,n,y,d
e,x,f,w,f,n,a,g
e,x,f,w,f,n,a,g
p,f,s,n,t,p,s,u
p,f,s,w,t,p,v,u
e,x,s,n,f,n,a,g
e,x,f,g,f,n,v,u
e,f,s,n,f,n,s,g
e,x,s,w,f,n,a,g
p,f,s,w,t,p,s,g
e,b,s,y,t,a,s,g
e,x,f,n,f,n,a,g
p,f,y,n,t,p,s,u
e,x,s,g,f,n,a,g
e,x,s,g,f,n,s,g
e,x,s,w,f,n,s,g
p,f,s,w,t,p,v,u
e,f,s,w,f,n,a,g
e,x,f,n,f,n,a,g
e,f,f,n,f,n,s,g
e,x,f,n,f,n,a,g
p,f,y,n,t,p,v,g
e,x,f,w,f,n,s,g
e,f,s,w,f,n,a,g
p,f,y,w,t,p,v,u
e,f,s,g,f,n,a,g
e,f,y,n,t,n,v,d
e,x,f,g,f,n,a,g
e,x,f,g,t,n,v,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,f,y,e,t,n,v,d
e,f,s,g,f,n,s,g
e,x,f,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,f,g,f,n,s,g
p,f,s,n,t,p,s,g
e,f,f,n,t,n,v,d
p,x,s,n,t,p,v,g
e,x,s,w,t,a,s,g
e,x,s,w,f,n,a,g
e,x,y,y,t,a,s,g
p,x,f,g,f,f,y,g
e,f,s,n,f,n,a,g
e,f,s,w,f,n,s,g
e,x,f,n,t,n,v,d
e,f,s,n,f,n,s,g
e,x,f,n,f,n,s,g
p,x,s,w,t,p,v,u
e,f,f,n,t,n,y,d
e,x,y,w,t,l,n,g
e,f,f,g,f,n,s,g
e,x,y,e,t,n,v,d
e,f,f,w,f,n,s,g
e,x,s,g,f,n,a,g
e,x,y,n,t,n,v,d
e,x,y,g,t,n,y,d
e,x,f,g,t,n,v,d
e,f,s,w,f,n,a,g
e,x,f,g,t,n,v,d
e,x,f,n,t,n,v,d
e,x,f,e,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,w,f,n,s,g
e,x,y,n,t,n,y,d
e,x,s,g,f,n,s,g
e,x,f,g,f,n,a,g
e,f,f,w,f,n,a,g
e,x,y,g,t,n,v,d
p,f,y,n,t,p,s,u
e,x,y,e,t,n,v,d
e,f,f,w,f,n,s,g
e,f,s,g,f,n,a,g
e,x,y,g,t,n,v,d
e,f,f,g,t,n,v,d
e,x,f,n,t,n,v,d
e,f,f,e,t,n,v,d
e,x,s,w,f,n,a,g
e,x,f,e,t,n,v,d
e,x,f,n,t,n,v,d
e,x,f,g,t,n,y,d
e,x,f,n,t,n,y,d
e,x,f,y,t,a,v,d
e,x,f,e,t,n,v,d
p,f,s,w,t,p,v,g
e,x,s,w,f,n,s,g
e,x,f,e,t,n,y,d
e,x,y,n,t,n,v,d
e,x,f,w,f,n,a,g
e,x,f,g,t,n,y,d
e,x,s,g,f,n,s,g
e,x,y,e,t,n,y,d
e,x,y,n,t,n,v,d
e,x,s,w,f,n,a,g
e,x,s,n,f,n,a,g
e,x,s,w,f,n,s,g
e,x,s,n,f,n,s,g
e,f,f,e,t,n,y,d
e,f,f,w,f,n,a,g
e,f,f,g,f,n,a,g
e,x,y,e,t,n,v,d
e,x,f,e,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,e,t,n,y,d
e,f,s,n,f,n,s,g
e,x,s,w,f,n,a,g
e,x,s,w,f,n,a,g
e,x,f,w,f,n,a,g
e,x,f,e,t,n,v,d
e,x,f,n,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,w,t,l,v,d
e,f,f,w,f,n,a,g
p,f,y,w,t,p,s,g
e,f,f,g,t,n,v,d
e,x,f,n,t,n,v,d
e,x,s,w,f,n,a,g
e,x,f,w,f,n,a,g
e,x,s,n,f,n,a,g
e,x,f,n,f,n,a,g
e,x,s,g,f,n,a,g
e,x,y,n,t,n,v,d
e,x,f,n,t,n,y,d
e,f,s,g,f,n,s,g
e,f,s,n,f,n,a,g
e,x,s,g,f,n,s,g
e,f,f,g,t,n,y,d
e,x,s,w,f,n,a,g
e,f,f,n,f,n,a,g
e,f,s,w,f,n,s,g
e,x,f,g,f,n,s,g
e,f,f,n,f,n,a,g
e,f,f,n,f,n,a,g
e,x,f,n,t,n,v,d
e,f,s,g,f,n,a,g
e,f,s,w,f,n,s,g
e,x,y,e,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,g,f,n,s,g
e,f,f,g,f,n,a,g
e,f,y,y,t,l,y,g
p,f,y,w,t,p,v,u
e,f,s,n,f,n,a,g
e,f,f,n,f,n,s,g
e,f,f,n,t,n,v,d
e,x,f,e,t,n,y,d
e,f,f,g,f,n,a,g
e,x,f,n,f,n,s,g
e,x,f,g,f,n,s,g
e,x,y,e,t,n,v,d
e,f,f,n,t,n,v,d
e,x,f,n,f,n,s,g
e,x,f,n,f,n,a,g
e,f,s,w,f,n,s,g
e,f,s,g,f,n,s,g
p,f,y,w,t,p,s,u
e,b,s,w,t,a,s,g
e,x,f,n,t,n,v,d
e,f,f,g,f,n,a,g
e,x,f,n,f,n,s,g
e,x,s,n,f,n,s,g
e,f,s,w,t,l,v,d
e,x,f,w,f,n,a,g
e,x,s,w,f,n,a,g
e,x,s,g,f,n,s,g
e,x,y,e,t,n,v,d
e,f,f,n,t,n,v,d
e,x,f,n,t,n,v,d
e,f,f,w,f,n,s,g
e,f,s,n,f,n,s,g
p,f,s,w,t,p,v,u
e,f,f,n,f,n,s,g
e,x,y,g,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,g,f,n,a,g
e,x,f,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,g,t,n,y,d
e,x,f,g,t,n,v,d
e,x,f,n,t,n,v,d
p,x,s,w,t,p,v,g
e,x,f,n,f,n,s,g
e,x,y,n,t,n,v,d
e,x,f,g,t,n,y,d
p,f,y,n,t,p,s,g
e,x,f,g,t,n,y,d
e,x,f,g,f,n,s,g
e,x,f,e,t,n,v,d
e,f,f,n,f,n,s,g
e,f,s,w,f,n,a,g
e,f,s,n,f,n,s,g
e,x,y,e,t,n,v,d
e,f,s,n,f,n,s,g
e,f,f,n,t,n,v,d
e,f,s,w,f,n,s,g
e,x,f,n,f,n,a,g
e,f,f,n,f,n,s,g
p,x,s,n,t,p,v,u
e,x,f,n,t,n,y,d
e,f,s,n,f,n,s,g
p,f,y,w,t,p,s,g
e,x,f,n,t,n,v,d
e,x,f,g,t,n,y,d
e,f,f,n,f,n,a,g
e,x,f,e,t,n,v,d
e,f,f,w,f,n,s,g
e,x,f,w,f,n,s,g
e,x,y,w,t,l,n,m
e,x,s,w,f,n,s,g
e,x,y,g,t,n,v,d
e,x,f,g,t,n,y,d
e,x,s,g,f,n,a,g
p,f,y,w,t,p,s,u
e,x,f,e,t,n,v,d
p,f,s,n,t,p,s,u
p,f,y,n,t,p,v,g
e,x,f,g,t,n,v,d
e,f,s,n,f,n,a,g
e,x,f,g,t,n,y,d
e,x,f,n,f,n,a,g
e,x,f,n,t,n,y,d
e,f,s,n,f,n,s,g
e,f,f,n,f,n,a,g
e,x,s,n,f,n,a,g
e,x,s,n,f,n,s,g
e,x,f,n,t,n,v,d
e,x,y,e,t,n,v,d
e,f,s,n,f,n,a,g
e,x,f,n,t,n,y,d
p,f,y,w,t,p,v,u
e,x,y,y,t,l,s,g
p,f,s,n,t,p,s,g
e,f,f,w,f,n,s,g
e,f,f,n,f,n,a,g
p,f,s,n,t,p,v,g
e,x,s,n,f,n,a,g
e,x,f,n,f,n,s,g
e,x,f,e,t,n,v,d
e,f,f,n,f,n,a,g
e,x,f,w,f,n,s,g
e,f,s,g,f,n,a,g
e,f,f,w,f,n,s,g
e,f,s,y,t,a,v,d
e,f,f,w,t,a,v,d
e,f,f,n,f,n,a,g
e,x,f,n,t,n,y,d
e,x,y,g,t,n,y,d
e,x,f,n,t,n,y,d
e,x,f,n,f,n,s,g
e,x,f,g,t,n,y,d
e,x,f,n,t,n,v,d
e,x,f,g,f,n,a,g
e,x,f,n,t,n,v,d
e,x,s,n,f,n,a,g
e,b,y,w,t,l,s,m
e,x,y,e,t,n,v,d
e,f,s,n,f,n,s,g
e,x,f,e,t,n,y,d
e,f,y,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,s,g,f,n,a,g
e,x,s,n,f,n,s,g
e,x,f,g,f,n,a,g
e,x,s,g,f,n,a,g
e,x,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,n,f,n,s,g
e,f,s,n,f,n,s,g
e,x,f,w,f,n,s,g
e,x,y,y,t,a,s,p
e,x,f,e,t,n,v,d
e,x,f,n,f,n,s,g
e,x,y,n,t,n,v,d
e,f,f,g,t,n,y,d
e,x,f,w,f,n,a,g
e,x,y,w,t,a,s,m
e,x,s,n,f,n,s,g
e,f,s,w,f,n,a,g
e,f,f,n,t,n,v,d
e,f,f,w,f,n,s,g
e,x,f,g,t,n,v,d
e,x,f,n,t,n,y,d
e,x,f,w,f,n,a,g
e,x,s,w,t,a,n,m
e,f,s,g,f,n,s,g
p,f,y,n,t,p,v,g
e,f,f,g,f,n,s,g
e,x,f,n,t,n,v,d
e,x,f,w,f,n,s,g
e,x,y,n,t,n,v,d
e,x,y,e,t,n,v,d
p,f,s,n,t,p,v,u
e,f,s,g,f,n,a,g
e,x,f,g,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,g,t,n,v,d
e,x,f,g,t,n,y,d
e,x,f,n,t,n,y,d
p,x,s,w,t,p,v,u
e,x,s,y,t,l,n,m
e,x,f,n,t,n,v,d
e,f,y,n,t,n,y,d
e,x,s,g,f,n,s,g
e,x,y,e,t,n,y,d
e,x,f,g,f,n,s,g
e,f,s,w,f,n,s,g
e,x,f,n,t,n,v,d
e,f,f,n,t,n,v,d
e,f,f,g,f,n,s,g
e,f,f,g,f,n,s,g
e,f,f,n,f,n,s,g
e,x,f,g,t,n,y,d
e,x,f,e,t,n,y,d
p,f,y,n,t,p,s,u
e,x,y,g,t,n,v,d
e,x,s,w,f,n,a,g
e,b,s,w,t,a,s,m
e,x,s,w,f,n,s,g
e,f,f,n,f,n,s,g
e,x,y,g,t,n,y,d
e,f,f,g,t,n,v,d
e,x,f,g,f,n,s,g
p,x,s,w,t,p,s,g
e,x,s,n,f,n,a,g
e,x,y,g,t,n,y,d
e,f,f,g,t,n,v,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,v,d
e,x,f,e,t,n,v,d
e,x,y,e,t,n,v,d
p,x,s,w,t,p,v,g
e,x,f,e,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,n,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,g,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,e,t,n,y,d
e,f,y,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,f,n,t,n,v,d
e,f,y,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,g,t,n,y,d
e,x,y,g,t,n,v,d
p,x,f,g,f,f,y,g
p,f,s,w,t,p,s,g
e,x,f,e,t,n,v,d
e,x,f,w,f,n,s,g
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,n,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,e,t,n,v,d
e,x,y,n,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,e,t,n,y,d
e,f,y,n,t,n,v,d
e,f,y,n,t,n,v,d
e,x,y,n,t,n,v,d
p,f,s,n,t,p,v,u
e,f,f,e,t,n,y,d
p,x,s,w,t,p,s,g
e,x,f,e,t,n,y,d
e,f,f,n,t,n,y,d
e,x,y,n,t,n,v,d
e,f,f,e,t,n,v,d
e,x,f,e,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,v,d
e,x,f,n,t,n,y,d
e,x,f,e,t,n,y,d
e,f,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,v,d
p,x,f,g,f,f,y,d
e,x,y,g,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,v,d
e,f,f,n,t,n,v,d
e,f,y,n,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,g,t,n,v,d
e,x,f,g,t,n,v,d
e,x,f,n,t,n,v,d
e,x,f,g,t,n,y,d
e,x,s,g,f,n,s,g
e,x,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,x,y,e,t,n,v,d
e,f,f,g,t,n,v,d
e,x,f,g,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,y,d
e,x,s,w,f,n,a,g
e,x,f,n,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,n,t,n,y,d
e,f,y,g,t,n,y,d
e,x,y,g,t,n,v,d
p,x,s,p,f,c,s,d
e,x,y,n,t,n,y,d
e,f,f,g,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,v,d
e,x,f,g,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,v,d
e,f,f,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,y,e,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,v,d
e,x,f,e,t,n,y,d
e,x,f,w,f,n,s,g
e,x,y,g,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,e,t,n,v,d
e,x,f,g,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,g,t,n,v,d
e,x,y,e,t,n,y,d
e,x,y,g,t,n,y,d
e,f,f,g,f,n,s,g
p,x,f,g,f,f,y,p
e,x,f,e,t,n,y,d
e,x,y,e,t,n,y,d
p,f,s,w,t,p,v,g
e,f,y,n,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,e,t,n,v,d
e,x,f,g,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,g,f,n,a,g
e,x,f,n,t,n,y,d
e,f,f,e,t,n,y,d
e,x,y,g,t,n,y,d
e,f,f,n,t,n,y,d
e,f,f,g,f,n,s,g
e,f,f,g,t,n,v,d
e,x,y,n,t,n,v,d
e,f,f,g,t,n,y,d
e,f,y,n,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,v,d
e,f,s,g,f,n,a,g
e,x,f,n,t,n,y,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,n,t,n,y,d
e,f,s,w,f,n,a,g
e,x,y,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,v,d
e,f,f,n,f,n,s,g
e,f,f,g,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,n,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,v,d
e,x,f,n,t,n,y,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,g,t,n,y,d
e,x,y,n,t,n,y,d
p,x,s,p,f,c,v,d
e,f,y,g,t,n,y,d
e,f,f,n,t,n,y,d
p,f,s,n,t,p,s,u
e,x,y,n,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,e,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,g,t,n,y,d
e,f,s,w,f,n,s,g
e,x,y,g,t,n,v,d
e,x,f,n,f,n,s,g
e,x,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,v,d
e,x,f,g,t,n,v,d
e,x,f,g,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,x,f,e,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,n,t,n,v,d
e,x,f,n,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,e,t,n,y,d
e,f,y,n,t,n,v,d
e,x,y,e,t,n,v,d
e,f,y,n,t,n,y,d
e,x,y,g,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,f,y,g,t,n,v,d
e,x,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,v,d
e,x,f,g,t,n,v,d
e,f,f,e,t,n,v,d
e,x,f,n,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,w,f,n,s,g
e,f,y,g,t,n,y,d
e,f,s,g,f,n,s,g
e,f,f,n,t,n,y,d
e,x,y,e,t,n,y,d
p,f,y,w,t,p,s,u
e,x,y,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,n,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,n,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,v,d
e,f,s,w,f,n,a,g
e,x,y,n,t,n,v,d
e,x,f,g,t,n,y,d
e,x,f,n,t,n,y,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,n,t,n,v,d
e,x,y,n,t,n,y,d
p,f,s,w,t,p,v,u
e,x,f,g,t,n,v,d
e,f,s,w,f,n,s,g
e,x,s,g,f,n,s,g
e,x,f,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,n,t,n,v,d
p,x,f,g,f,f,y,d
e,x,y,e,t,n,y,d
e,x,f,n,f,n,a,g
p,x,s,w,t,p,v,g
e,x,y,g,t,n,y,d
e,f,f,n,t,n,v,d
e,x,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,v,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,y,d
e,x,y,e,t,n,y,d
e,x,f,e,t,n,y,d
p,x,s,w,t,p,v,g
e,f,f,g,t,n,v,d
e,x,f,g,t,n,v,d
e,f,y,e,t,n,v,d
e,f,y,g,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,n,t,n,y,d
e,f,f,n,t,n,v,d
e,x,f,n,t,n,y,d
e,x,f,n,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,v,d
p,x,s,p,f,c,v,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,n,t,n,y,d
e,f,f,e,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,g,t,n,v,d
e,x,f,g,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,e,t,n,v,d
e,f,y,n,t,n,y,d
e,f,y,e,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,f,g,t,n,y,d
p,x,f,g,f,f,y,g
e,x,y,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,g,t,n,y,d
e,f,f,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,f,g,f,n,a,g
e,x,y,g,t,n,y,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,v,d
e,x,f,n,t,n,y,d
e,x,y,e,t,n,v,d
e,x,f,n,t,n,v,d
e,f,f,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,f,f,g,t,n,v,d
e,x,f,g,t,n,v,d
e,x,f,n,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,g,t,n,y,d
p,f,y,n,t,p,s,u
e,x,s,g,f,n,s,g
e,x,f,g,t,n,v,d
e,x,f,e,t,n,y,d
p,x,s,p,f,c,s,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,e,t,n,v,d
e,x,s,w,f,n,s,g
e,f,f,g,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,e,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,e,t,n,y,d
p,f,y,w,t,p,v,u
e,f,f,n,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,g,t,n,v,d
e,f,s,w,f,n,s,g
e,x,f,n,f,n,a,g
e,x,f,n,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,n,t,n,v,d
e,f,f,e,t,n,y,d
e,x,y,e,t,n,v,d
p,x,s,w,f,c,s,d
e,f,f,n,t,n,y,d
e,f,f,g,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,y,d
e,f,s,w,f,n,s,g
e,x,y,g,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,n,t,n,v,d
e,x,f,g,t,n,y,d
e,x,y,n,t,n,y,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,e,t,n,y,d
e,x,y,n,t,n,y,d
p,x,f,g,f,f,y,p
e,f,f,g,t,n,v,d
e,x,y,e,t,n,v,d
p,x,f,g,f,f,v,d
e,x,y,e,t,n,v,d
e,x,f,e,t,n,v,d
p,x,f,g,f,f,y,d
p,x,f,p,f,c,s,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,g,t,n,v,d
e,f,f,g,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,e,t,n,v,d
e,x,f,n,t,n,y,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,g,t,n,y,d
e,x,f,g,t,n,y,d
e,x,y,n,t,n,v,d
e,x,y,e,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,n,t,n,y,d
p,x,f,w,f,c,v,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,g,t,n,v,d
e,x,f,e,t,n,y,d
p,x,f,g,f,f,y,d
e,x,y,e,t,n,y,d
e,f,f,g,t,n,v,d
e,f,y,e,t,n,v,d
e,x,f,e,t,n,v,d
p,x,f,g,f,f,v,g
e,x,y,n,t,n,y,d
e,x,y,n,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,n,t,n,y,d
e,x,f,g,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,g,t,n,v,d
e,f,f,e,t,n,v,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,f,f,n,t,n,v,d
p,x,f,g,f,f,v,p
e,x,f,g,t,n,y,d
e,x,y,n,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,g,t,n,y,d
e,x,y,g,t,n,v,d
e,f,f,n,t,n,y,d
e,f,f,g,t,n,y,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,v,d
p,x,f,g,f,f,v,p
e,x,f,e,t,n,v,d
e,f,f,n,t,n,v,d
e,x,f,e,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,e,t,n,y,d
e,f,y,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,g,t,n,y,d
e,f,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,y,d
